Date,Hour,Appliance Category,Hardware Model,Watts
2024-01-02,7,Lighting,Philips Hue Smart LED,15
2024-01-02,5,Lighting,Philips Hue Smart LED,17
2024-01-01,8,Television,Samsung 65-inch Neo QLED 4K TV,168
2024-01-02,11,Electronics,Samsung 45W Fast Charger,1
2024-01-02,6,Electronics,Samsung Galaxy Book,181
2024-01-01,8,Electronics,Samsung Galaxy Book,34
2024-01-02,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,234
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1390
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,143
2024-01-01,9,Kitchen Appliance,Samsung Smart Dishwasher,1264
2024-01-01,23,Water Heater,Rheem ProTerra Hybrid Smart Heater,1938
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,26
2024-01-01,19,Lighting,Philips Hue Smart LED,91
2024-01-01,17,Refrigerator,Samsung Bespoke AI Refrigerator,153
2024-01-02,12,Kitchen Appliance,Samsung Smart Microwave,710
2024-01-02,11,Water Heater,Rheem ProTerra Hybrid Smart Heater,4351
2024-01-02,7,Television,Samsung 65-inch Neo QLED 4K TV,15
2024-01-01,5,Electronics,Samsung 45W Fast Charger,1
2024-01-02,15,Kitchen Appliance,Samsung Smart Dishwasher,998
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,149
2024-01-01,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,248
2024-01-02,7,Washing Machine,Samsung Front Load Washer,45
2024-01-02,3,Water Heater,Rheem ProTerra Hybrid Smart Heater,3587
2024-01-02,22,Washing Machine,Samsung Front Load Washer,593
2024-01-01,12,Lighting,Philips Hue Smart LED,8
2024-01-01,5,Electronics,Samsung 45W Fast Charger,13
2024-01-02,18,Lighting,Philips Hue Smart LED,1
2024-01-02,18,Kitchen Appliance,Samsung Smart Oven,1328
2024-01-02,2,Room Heater,Samsung Smart Heater,46
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,128
2024-01-02,7,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2213
2024-01-02,21,Lighting,Philips Hue Smart LED,69
2024-01-02,16,Kitchen Appliance,Samsung Smart Dishwasher,1556
2024-01-02,20,Refrigerator,Samsung Bespoke AI Refrigerator,203
2024-01-02,19,Water Heater,Rheem ProTerra Hybrid Smart Heater,2728
2024-01-01,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,2590
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,310
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,309
2024-01-01,15,Electronics,Samsung Galaxy Book,270
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,160
2024-01-02,7,Electronics,Samsung Galaxy Book,29
2024-01-02,10,Water Heater,Rheem ProTerra Hybrid Smart Heater,2955
2024-01-02,21,Lighting,Philips Hue Smart LED,67
2024-01-01,2,Lighting,Philips Hue Smart LED,38
2024-01-01,11,Washing Machine,Samsung Front Load Washer,580
2024-01-01,12,Electronics,Samsung 45W Fast Charger,7
2024-01-01,9,Refrigerator,Samsung Bespoke AI Refrigerator,119
2024-01-01,11,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,226
2024-01-01,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,3443
2024-01-01,0,Electronics,Samsung Galaxy Book,51
2024-01-02,5,Lighting,Philips Hue Smart LED,79
2024-01-03,1,Room Heater,Samsung Smart Heater,2303
2024-01-01,18,Television,Samsung 65-inch Neo QLED 4K TV,140
2024-01-01,22,Lighting,Philips Hue Smart LED,48
2024-01-02,13,Electronics,Samsung Galaxy Book,169
2024-01-02,18,Electronics,Samsung Galaxy Book,101
2024-01-02,23,Water Heater,Rheem ProTerra Hybrid Smart Heater,3382
2024-01-01,15,Electronics,Samsung Galaxy Book,134
2024-01-01,3,Electronics,Samsung Galaxy Book,46
2024-01-02,22,Electronics,Samsung Galaxy Book,143
2024-01-01,7,Refrigerator,Samsung Bespoke AI Refrigerator,155
2024-01-02,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,484
2024-01-02,12,Refrigerator,Samsung Bespoke AI Refrigerator,205
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,114
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,134
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,288
2024-01-02,21,Room Heater,Samsung Smart Heater,1400
2024-01-01,12,Room Heater,Samsung Smart Heater,1981
2024-01-02,6,Electronics,Samsung 45W Fast Charger,6
2024-01-02,14,Lighting,Philips Hue Smart LED,66
2024-01-01,16,Electronics,Samsung 45W Fast Charger,6
2024-01-01,7,Washing Machine,Samsung Front Load Washer,505
2024-01-02,21,Refrigerator,Samsung Bespoke AI Refrigerator,121
2024-01-02,3,Refrigerator,Samsung Bespoke AI Refrigerator,111
2024-01-02,3,Electronics,Samsung 45W Fast Charger,12
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,10
2024-01-02,23,Electronics,Samsung 45W Fast Charger,13
2024-01-02,17,Electronics,Samsung Galaxy Book,157
2024-01-03,0,Refrigerator,Samsung Bespoke AI Refrigerator,131
2024-01-02,9,Room Heater,Samsung Smart Heater,287
2024-01-02,23,Kitchen Appliance,Samsung Smart Oven,297
2024-01-01,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,73
2024-01-01,12,Lighting,Philips Hue Smart LED,82
2024-01-02,18,Electronics,Samsung 45W Fast Charger,10
2024-01-03,0,Lighting,Philips Hue Smart LED,8
2024-01-02,19,Electronics,Samsung 45W Fast Charger,1
2024-01-01,15,Lighting,Philips Hue Smart LED,110
2024-01-02,8,Electronics,Samsung 45W Fast Charger,2
2024-01-01,6,Kitchen Appliance,Samsung Smart Microwave,126
2024-01-03,0,Lighting,Philips Hue Smart LED,1
2024-01-02,23,Electronics,Samsung Galaxy Book,122
2024-01-01,19,Refrigerator,Samsung Bespoke AI Refrigerator,179
2024-01-03,0,Refrigerator,Samsung Bespoke AI Refrigerator,157
2024-01-03,1,Room Heater,Samsung Smart Heater,250
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1748
2024-01-01,21,Electronics,Samsung 45W Fast Charger,1
2024-01-01,8,Washing Machine,Samsung Front Load Washer,200
2024-01-02,2,Television,Samsung 65-inch Neo QLED 4K TV,13
2024-01-01,9,Refrigerator,Samsung Bespoke AI Refrigerator,185
2024-01-02,3,Refrigerator,Samsung Bespoke AI Refrigerator,120
2024-01-01,23,Electronics,Samsung 45W Fast Charger,4
2024-01-01,23,Room Heater,Samsung Smart Heater,74
2024-01-01,20,Refrigerator,Samsung Bespoke AI Refrigerator,155
2024-01-02,10,Electronics,Samsung 45W Fast Charger,11
2024-01-01,7,Water Heater,Rheem ProTerra Hybrid Smart Heater,3481
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,653
2024-01-02,18,Kitchen Appliance,Samsung Smart Microwave,1115
2024-01-02,23,Kitchen Appliance,Samsung Smart Dishwasher,74
2024-01-01,9,Television,Samsung 65-inch Neo QLED 4K TV,135
2024-01-02,1,Electronics,Samsung 45W Fast Charger,2
2024-01-01,0,Electronics,Samsung Galaxy Book,210
2024-01-02,7,Washing Machine,Samsung Front Load Washer,504
2024-01-01,10,Electronics,Samsung 45W Fast Charger,15
2024-01-01,0,Lighting,Philips Hue Smart LED,9
2024-01-02,0,Electronics,Samsung Galaxy Book,36
2024-01-01,6,Electronics,Samsung 45W Fast Charger,2
2024-01-01,20,Refrigerator,Samsung Bespoke AI Refrigerator,198
2024-01-01,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,3168
2024-01-03,1,Refrigerator,Samsung Bespoke AI Refrigerator,139
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,151
2024-01-02,0,Room Heater,Samsung Smart Heater,55
2024-01-02,22,Lighting,Philips Hue Smart LED,61
2024-01-01,18,Electronics,Samsung Galaxy Book,226
2024-01-01,19,Lighting,Philips Hue Smart LED,43
2024-01-02,19,Refrigerator,Samsung Bespoke AI Refrigerator,197
2024-01-01,22,Washing Machine,Samsung Front Load Washer,542
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1588
2024-01-02,1,Lighting,Philips Hue Smart LED,23
2024-01-02,10,Lighting,Philips Hue Smart LED,56
2024-01-01,16,Washing Machine,Samsung Front Load Washer,454
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,151
2024-01-01,11,Room Heater,Samsung Smart Heater,60
2024-01-02,11,Television,Samsung 65-inch Neo QLED 4K TV,16
2024-01-02,22,Television,Samsung 65-inch Neo QLED 4K TV,95
2024-01-02,6,Electronics,Samsung 45W Fast Charger,1
2024-01-02,11,Lighting,Philips Hue Smart LED,56
2024-01-01,3,Lighting,Philips Hue Smart LED,79
2024-01-02,0,Electronics,Samsung 45W Fast Charger,2
2024-01-01,13,Electronics,Samsung 45W Fast Charger,2
2024-01-02,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,3143
2024-01-03,1,Lighting,Philips Hue Smart LED,6
2024-01-02,15,Lighting,Philips Hue Smart LED,9
2024-01-02,1,Kitchen Appliance,Samsung Smart Microwave,217
2024-01-02,12,Lighting,Philips Hue Smart LED,43
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,186
2024-01-02,18,Lighting,Philips Hue Smart LED,66
2024-01-02,23,Lighting,Philips Hue Smart LED,10
2024-01-02,16,Room Heater,Samsung Smart Heater,2968
2024-01-01,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,273
2024-01-01,14,Lighting,Philips Hue Smart LED,30
2024-01-02,5,Water Heater,Rheem ProTerra Hybrid Smart Heater,2589
2024-01-01,18,Room Heater,Samsung Smart Heater,468
2024-01-02,20,Lighting,Philips Hue Smart LED,81
2024-01-02,8,Kitchen Appliance,Samsung Smart Dishwasher,657
2024-01-01,10,Kitchen Appliance,Samsung Smart Microwave,197
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,168
2024-01-01,3,Lighting,Philips Hue Smart LED,7
2024-01-02,7,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-02,1,Washing Machine,Samsung Front Load Washer,70
2024-01-02,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,154
2024-01-02,7,Kitchen Appliance,Samsung Smart Dishwasher,1692
2024-01-01,17,Lighting,Philips Hue Smart LED,35
2024-01-02,2,Electronics,Samsung 45W Fast Charger,7
2024-01-01,17,Kitchen Appliance,Samsung Smart Dishwasher,224
2024-01-03,0,Washing Machine,Samsung Front Load Washer,878
2024-01-01,3,Lighting,Philips Hue Smart LED,47
2024-01-01,17,Refrigerator,Samsung Bespoke AI Refrigerator,132
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1266
2024-01-02,9,Electronics,Samsung 45W Fast Charger,10
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,206
2024-01-01,19,Washing Machine,Samsung Front Load Washer,109
2024-01-02,2,Room Heater,Samsung Smart Heater,1009
2024-01-01,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,317
2024-01-01,5,Washing Machine,Samsung Front Load Washer,59
2024-01-02,12,Television,Samsung 65-inch Neo QLED 4K TV,70
2024-01-01,21,Washing Machine,Samsung Front Load Washer,392
2024-01-02,10,Lighting,Philips Hue Smart LED,67
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1209
2024-01-02,8,Lighting,Philips Hue Smart LED,30
2024-01-02,11,Water Heater,Rheem ProTerra Hybrid Smart Heater,3353
2024-01-02,8,Electronics,Samsung 45W Fast Charger,4
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,254
2024-01-02,14,Washing Machine,Samsung Front Load Washer,807
2024-01-01,16,Kitchen Appliance,Samsung Smart Dishwasher,1739
2024-01-02,2,Electronics,Samsung 45W Fast Charger,6
2024-01-01,20,Refrigerator,Samsung Bespoke AI Refrigerator,179
2024-01-01,5,Washing Machine,Samsung Front Load Washer,95
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,186
2024-01-01,14,Lighting,Philips Hue Smart LED,5
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,136
2024-01-02,1,Electronics,Samsung 45W Fast Charger,1
2024-01-01,20,Water Heater,Rheem ProTerra Hybrid Smart Heater,4236
2024-01-01,2,Lighting,Philips Hue Smart LED,53
2024-01-01,2,Room Heater,Samsung Smart Heater,46
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1450
2024-01-02,0,Lighting,Philips Hue Smart LED,66
2024-01-01,15,Kitchen Appliance,Samsung Smart Dishwasher,1057
2024-01-02,5,Kitchen Appliance,Samsung Smart Dishwasher,1692
2024-01-01,4,Lighting,Philips Hue Smart LED,14
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1043
2024-01-01,9,Kitchen Appliance,Samsung Smart Dishwasher,229
2024-01-01,15,Room Heater,Samsung Smart Heater,2096
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1130
2024-01-02,9,Refrigerator,Samsung Bespoke AI Refrigerator,119
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,31
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,147
2024-01-02,23,Room Heater,Samsung Smart Heater,347
2024-01-01,1,Television,Samsung 65-inch Neo QLED 4K TV,4
2024-01-01,14,Lighting,Philips Hue Smart LED,49
2024-01-01,4,Kitchen Appliance,Samsung Smart Microwave,1281
2024-01-02,3,Television,Samsung 65-inch Neo QLED 4K TV,162
2024-01-02,17,Kitchen Appliance,Samsung Smart Dishwasher,1211
2024-01-01,7,Refrigerator,Samsung Bespoke AI Refrigerator,173
2024-01-01,7,Lighting,Philips Hue Smart LED,50
2024-01-02,3,Lighting,Philips Hue Smart LED,74
2024-01-01,17,Water Heater,Rheem ProTerra Hybrid Smart Heater,4412
2024-01-02,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,284
2024-01-02,8,Lighting,Philips Hue Smart LED,40
2024-01-01,11,Television,Samsung 65-inch Neo QLED 4K TV,127
2024-01-01,13,Lighting,Philips Hue Smart LED,66
2024-01-02,7,Kitchen Appliance,Samsung Smart Dishwasher,182
2024-01-01,16,Television,Samsung 65-inch Neo QLED 4K TV,173
2024-01-01,22,Lighting,Philips Hue Smart LED,65
2024-01-01,14,Television,Samsung 65-inch Neo QLED 4K TV,60
2024-01-01,21,Refrigerator,Samsung Bespoke AI Refrigerator,175
2024-01-02,2,Water Heater,Rheem ProTerra Hybrid Smart Heater,2245
2024-01-02,17,Kitchen Appliance,Samsung Smart Dishwasher,1371
2024-01-02,8,Kitchen Appliance,Samsung Smart Oven,2327
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,225
2024-01-01,8,Kitchen Appliance,Samsung Smart Microwave,1605
2024-01-01,9,Water Heater,Rheem ProTerra Hybrid Smart Heater,1563
2024-01-01,4,Lighting,Philips Hue Smart LED,44
2024-01-02,13,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1191
2024-01-02,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,64
2024-01-01,13,Lighting,Philips Hue Smart LED,65
2024-01-01,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,2417
2024-01-01,21,Lighting,Philips Hue Smart LED,76
2024-01-02,4,Lighting,Philips Hue Smart LED,32
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,247
2024-01-02,1,Electronics,Samsung 45W Fast Charger,6
2024-01-01,0,Washing Machine,Samsung Front Load Washer,79
2024-01-02,4,Lighting,Philips Hue Smart LED,57
2024-01-02,5,Kitchen Appliance,Samsung Smart Dishwasher,113
2024-01-01,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,157
2024-01-01,3,Refrigerator,Samsung Bespoke AI Refrigerator,115
2024-01-01,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,175
2024-01-01,12,Kitchen Appliance,Samsung Smart Dishwasher,1190
2024-01-02,21,Television,Samsung 65-inch Neo QLED 4K TV,138
2024-01-02,11,Lighting,Philips Hue Smart LED,74
2024-01-03,0,Kitchen Appliance,Samsung Smart Dishwasher,177
2024-01-02,9,Electronics,Samsung Galaxy Book,186
2024-01-01,15,Kitchen Appliance,Samsung Smart Dishwasher,806
2024-01-01,13,Electronics,Samsung 45W Fast Charger,1
2024-01-01,18,Television,Samsung 65-inch Neo QLED 4K TV,156
2024-01-01,3,Water Heater,Rheem ProTerra Hybrid Smart Heater,2863
2024-01-02,15,Kitchen Appliance,Samsung Smart Microwave,1205
2024-01-01,1,Lighting,Philips Hue Smart LED,34
2024-01-01,12,Electronics,Samsung 45W Fast Charger,11
2024-01-01,17,Room Heater,Samsung Smart Heater,1434
2024-01-02,14,Television,Samsung 65-inch Neo QLED 4K TV,176
2024-01-01,10,Kitchen Appliance,Samsung Smart Oven,2238
2024-01-01,23,Washing Machine,Samsung Front Load Washer,459
2024-01-02,22,Electronics,Samsung Galaxy Book,41
2024-01-02,16,Electronics,Samsung Galaxy Book,127
2024-01-01,22,Electronics,Samsung Galaxy Book,148
2024-01-02,10,Electronics,Samsung 45W Fast Charger,1
2024-01-01,5,Refrigerator,Samsung Bespoke AI Refrigerator,174
2024-01-01,10,Lighting,Philips Hue Smart LED,31
2024-01-02,16,Kitchen Appliance,Samsung Smart Dishwasher,1519
2024-01-02,9,Kitchen Appliance,Samsung Smart Oven,2234
2024-01-01,0,Electronics,Samsung 45W Fast Charger,2
2024-01-02,13,Electronics,Samsung 45W Fast Charger,9
2024-01-01,21,Electronics,Samsung Galaxy Book,109
2024-01-03,0,Room Heater,Samsung Smart Heater,43
2024-01-02,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,2899
2024-01-02,10,Electronics,Samsung Galaxy Book,335
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2406
2024-01-01,3,Kitchen Appliance,Samsung Smart Oven,283
2024-01-01,22,Kitchen Appliance,Samsung Smart Dishwasher,1122
2024-01-01,8,Electronics,Samsung 45W Fast Charger,1
2024-01-01,14,Television,Samsung 65-inch Neo QLED 4K TV,47
2024-01-02,12,Lighting,Philips Hue Smart LED,62
2024-01-02,0,Electronics,Samsung Galaxy Book,34
2024-01-02,8,Room Heater,Samsung Smart Heater,3492
2024-01-01,21,Refrigerator,Samsung Bespoke AI Refrigerator,142
2024-01-03,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,2223
2024-01-01,13,Television,Samsung 65-inch Neo QLED 4K TV,138
2024-01-02,9,Refrigerator,Samsung Bespoke AI Refrigerator,148
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,156
2024-01-01,12,Television,Samsung 65-inch Neo QLED 4K TV,127
2024-01-01,19,Kitchen Appliance,Samsung Smart Oven,2295
2024-01-01,20,Lighting,Philips Hue Smart LED,68
2024-01-02,22,Room Heater,Samsung Smart Heater,2670
2024-01-02,10,Electronics,Samsung Galaxy Book,178
2024-01-01,8,Lighting,Philips Hue Smart LED,46
2024-01-02,20,Refrigerator,Samsung Bespoke AI Refrigerator,125
2024-01-01,21,Room Heater,Samsung Smart Heater,2440
2024-01-01,3,Washing Machine,Samsung Front Load Washer,486
2024-01-01,21,Water Heater,Rheem ProTerra Hybrid Smart Heater,2187
2024-01-02,6,Washing Machine,Samsung Front Load Washer,107
2024-01-02,17,Lighting,Philips Hue Smart LED,15
2024-01-01,5,Kitchen Appliance,Samsung Smart Oven,332
2024-01-01,9,Lighting,Philips Hue Smart LED,7
2024-01-01,1,Kitchen Appliance,Samsung Smart Dishwasher,1019
2024-01-02,9,Lighting,Philips Hue Smart LED,9
2024-01-02,19,Refrigerator,Samsung Bespoke AI Refrigerator,134
2024-01-03,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,2634
2024-01-02,6,Lighting,Philips Hue Smart LED,51
2024-01-02,21,Lighting,Philips Hue Smart LED,37
2024-01-02,13,Refrigerator,Samsung Bespoke AI Refrigerator,149
2024-01-02,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,299
2024-01-01,12,Lighting,Philips Hue Smart LED,97
2024-01-01,8,Electronics,Samsung 45W Fast Charger,16
2024-01-02,8,Lighting,Philips Hue Smart LED,70
2024-01-01,5,Refrigerator,Samsung Bespoke AI Refrigerator,153
2024-01-02,14,Lighting,Philips Hue Smart LED,35
2024-01-02,5,Kitchen Appliance,Samsung Smart Oven,258
2024-01-02,1,Kitchen Appliance,Samsung Smart Oven,1477
2024-01-02,2,Room Heater,Samsung Smart Heater,62
2024-01-03,1,Kitchen Appliance,Samsung Smart Microwave,567
2024-01-01,5,Kitchen Appliance,Samsung Smart Oven,678
2024-01-01,22,Lighting,Philips Hue Smart LED,68
2024-01-02,16,Room Heater,Samsung Smart Heater,296
2024-01-01,16,Lighting,Philips Hue Smart LED,38
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,192
2024-01-02,18,Electronics,Samsung Galaxy Book,158
2024-01-02,1,Electronics,Samsung Galaxy Book,268
2024-01-02,4,Water Heater,Rheem ProTerra Hybrid Smart Heater,2369
2024-01-01,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1473
2024-01-01,23,Refrigerator,Samsung Bespoke AI Refrigerator,129
2024-01-01,21,Lighting,Philips Hue Smart LED,42
2024-01-02,21,Water Heater,Rheem ProTerra Hybrid Smart Heater,2677
2024-01-01,10,Kitchen Appliance,Samsung Smart Dishwasher,1720
2024-01-02,5,Water Heater,Rheem ProTerra Hybrid Smart Heater,2129
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,142
2024-01-01,11,Lighting,Philips Hue Smart LED,14
2024-01-01,8,Electronics,Samsung 45W Fast Charger,14
2024-01-01,2,Lighting,Philips Hue Smart LED,74
2024-01-01,16,Lighting,Philips Hue Smart LED,26
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,126
2024-01-02,10,Kitchen Appliance,Samsung Smart Microwave,244
2024-01-01,11,Kitchen Appliance,Samsung Smart Microwave,1034
2024-01-01,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,30
2024-01-01,20,Lighting,Philips Hue Smart LED,38
2024-01-01,12,Kitchen Appliance,Samsung Smart Microwave,170
2024-01-01,17,Television,Samsung 65-inch Neo QLED 4K TV,65
2024-01-01,13,Kitchen Appliance,Samsung Smart Microwave,151
2024-01-01,5,Refrigerator,Samsung Bespoke AI Refrigerator,199
2024-01-01,19,Room Heater,Samsung Smart Heater,2010
2024-01-02,8,Kitchen Appliance,Samsung Smart Microwave,1058
2024-01-01,14,Kitchen Appliance,Samsung Smart Dishwasher,1389
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,324
2024-01-02,11,Water Heater,Rheem ProTerra Hybrid Smart Heater,4086
2024-01-02,16,Water Heater,Rheem ProTerra Hybrid Smart Heater,2684
2024-01-02,5,Refrigerator,Samsung Bespoke AI Refrigerator,79
2024-01-03,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,3611
2024-01-01,11,Washing Machine,Samsung Front Load Washer,528
2024-01-02,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,272
2024-01-01,18,Lighting,Philips Hue Smart LED,49
2024-01-01,21,Refrigerator,Samsung Bespoke AI Refrigerator,192
2024-01-02,3,Television,Samsung 65-inch Neo QLED 4K TV,18
2024-01-01,3,Electronics,Samsung 45W Fast Charger,5
2024-01-01,13,Lighting,Philips Hue Smart LED,70
2024-01-02,11,Electronics,Samsung Galaxy Book,31
2024-01-02,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,1960
2024-01-02,21,Washing Machine,Samsung Front Load Washer,435
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,22
2024-01-01,18,Lighting,Philips Hue Smart LED,22
2024-01-03,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,3258
2024-01-01,0,Lighting,Philips Hue Smart LED,1
2024-01-01,9,Room Heater,Samsung Smart Heater,378
2024-01-01,11,Room Heater,Samsung Smart Heater,379
2024-01-02,14,Kitchen Appliance,Samsung Smart Microwave,826
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,277
2024-01-01,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,2488
2024-01-02,19,Room Heater,Samsung Smart Heater,1561
2024-01-02,11,Room Heater,Samsung Smart Heater,520
2024-01-01,3,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-01,4,Room Heater,Samsung Smart Heater,50
2024-01-01,15,Electronics,Samsung Galaxy Book,88
2024-01-01,11,Kitchen Appliance,Samsung Smart Dishwasher,1083
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,34
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,118
2024-01-01,17,Washing Machine,Samsung Front Load Washer,218
2024-01-02,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,223
2024-01-02,5,Washing Machine,Samsung Front Load Washer,99
2024-01-02,1,Refrigerator,Samsung Bespoke AI Refrigerator,99
2024-01-02,21,Washing Machine,Samsung Front Load Washer,416
2024-01-01,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,307
2024-01-01,20,Lighting,Philips Hue Smart LED,79
2024-01-01,12,Room Heater,Samsung Smart Heater,329
2024-01-02,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,37
2024-01-03,1,Television,Samsung 65-inch Neo QLED 4K TV,18
2024-01-01,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,3132
2024-01-01,10,Electronics,Samsung 45W Fast Charger,9
2024-01-01,0,Lighting,Philips Hue Smart LED,43
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,292
2024-01-02,4,Refrigerator,Samsung Bespoke AI Refrigerator,179
2024-01-02,5,Washing Machine,Samsung Front Load Washer,345
2024-01-02,14,Kitchen Appliance,Samsung Smart Dishwasher,1458
2024-01-02,20,Kitchen Appliance,Samsung Smart Microwave,998
2024-01-02,0,Electronics,Samsung 45W Fast Charger,12
2024-01-02,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,284
2024-01-01,22,Washing Machine,Samsung Front Load Washer,673
2024-01-02,8,Lighting,Philips Hue Smart LED,3
2024-01-02,10,Electronics,Samsung 45W Fast Charger,2
2024-01-01,1,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-02,15,Television,Samsung 65-inch Neo QLED 4K TV,137
2024-01-02,20,Kitchen Appliance,Samsung Smart Dishwasher,1717
2024-01-02,11,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,57
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,184
2024-01-01,15,Television,Samsung 65-inch Neo QLED 4K TV,58
2024-01-02,6,Electronics,Samsung 45W Fast Charger,7
2024-01-02,18,Lighting,Philips Hue Smart LED,78
2024-01-02,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,58
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,96
2024-01-02,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,303
